ap,site,tf,nv,sp,famille,dhp,hfut,hmax,forme,type,phenologie,diameter_class,reg
Mariarano,Ambongalatsaka,Foret,Koropoka ,Phyllanthus rhomboidalis,PHYLLANTHACEAE,1.5,0.5,2,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Koropoka ,Phyllanthus rhomboidalis,PHYLLANTHACEAE,2,1,2.3,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Koropoka ,Phyllanthus rhomboidalis,PHYLLANTHACEAE,0.5,NA,2,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Koropoka ,Phyllanthus rhomboidalis,PHYLLANTHACEAE,0.2,NA,1,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Koropoka ,Phyllanthus rhomboidalis,PHYLLANTHACEAE,0.3,NA,0.4,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Koropoka ,Phyllanthus rhomboidalis,PHYLLANTHACEAE,0.32,NA,1,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahy,liane1,CELASTRACEAE,10,NA,NA,Liane,Liane,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Vahy,liane1,CELASTRACEAE,2,NA,NA,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahy,liane1,CELASTRACEAE,5,NA,NA,Liane,Liane,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Vahy,liane1,CELASTRACEAE,1,NA,NA,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahy,liane1,CELASTRACEAE,0.2,NA,NA,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahy,liane1,CELASTRACEAE,3,1,NA,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahimpira 1,Landolphia perrieri,APOCYNACEAE,3,NA,NA,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahimpira 1,Landolphia perrieri,APOCYNACEAE,2,1,NA,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahimpira 1,Landolphia perrieri,APOCYNACEAE,6,NA,NA,Liane,Liane,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Vahimpira 1,Landolphia perrieri,APOCYNACEAE,3,0.4,NA,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahimpira 1,Landolphia perrieri,APOCYNACEAE,0.3,NA,NA,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahimpira 1,Landolphia perrieri,APOCYNACEAE,2.5,0.3,2.75,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahimpira 1,Landolphia perrieri,APOCYNACEAE,3.5,NA,NA,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahimpira 1,Landolphia perrieri,APOCYNACEAE,3.5,NA,NA,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahimpira 1,Landolphia perrieri,APOCYNACEAE,0.5,NA,NA,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Vahimirazo,Byttneria voulily,MALVACEAE,5,NA,NA,Liane,Liane,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Vahimirazo,Byttneria voulily,MALVACEAE,0.15,NA,NA,Liane,Liane,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Lonjo,Trilepisium madagascariensis,MORACEAE,10,3,10,Arbre,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Lonjo,Trilepisium madagascariensis,MORACEAE,9,9,11,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Lonjo,Trilepisium madagascariensis,MORACEAE,7,9,11,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Lonjo,Trilepisium madagascariensis,MORACEAE,10,6,9,Arbre,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Lonjo,Trilepisium madagascariensis,MORACEAE,9,7,9,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Lonjo,Trilepisium madagascariensis,MORACEAE,10,6,9,Arbre,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Lonjo,Trilepisium madagascariensis,MORACEAE,8,3,6,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Lonjo,Trilepisium madagascariensis,MORACEAE,0.3,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Lonjo,Trilepisium madagascariensis,MORACEAE,6,7,8,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Manavodrevo,Protorhus grandidieri,ANACARDIACEAE,7,5,8,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Maintsoririnina,Olax emirnensis,OLACACEAE,5,3.2,5,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Maintsoririnina,Olax emirnensis,OLACACEAE,10,2.3,7,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Maintsoririnina,Olax emirnensis,OLACACEAE,7,4,10,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Maintsoririnina,Olax emirnensis,OLACACEAE,7,0.5,5,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Maintsoririnina,Olax emirnensis,OLACACEAE,3,1,5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maintsoririnina,Olax emirnensis,OLACACEAE,9,7,11,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Maintsoririnina,Olax emirnensis,OLACACEAE,6,6,9,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Manary mendoravy,Dalbergia greveana,FABACEAE,15,2,7,Arbre,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Manary mendoravy,Dalbergia greveana,FABACEAE,38,2,13,Arbre,Phanerophyte,,"[30,85]",sem
Mariarano,Ambongalatsaka,Foret,Manavodrevo,Macrorhamnus reticulata,RHAMNACEAE,0.1,NA,0.2,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Manavodrevo,Macrorhamnus reticulata,RHAMNACEAE,0.12,NA,0.3,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Manavodrevo,Macrorhamnus reticulata,RHAMNACEAE,0.4,NA,0.75,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Manavodrevo,Macrorhamnus reticulata,RHAMNACEAE,0.15,NA,0.31,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Manavodrevo,Macrorhamnus reticulata,RHAMNACEAE,0.6,0.3,0.8,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.1,NA,0.2,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.15,NA,0.2,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.3,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.15,NA,0.25,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.1,NA,0.15,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.15,NA,0.2,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.05,NA,0.2,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.2,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.1,NA,0.25,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.05,NA,0.1,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.12,NA,0.15,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.05,NA,0.09,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.05,NA,0.07,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.02,NA,0.05,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.15,NA,0.3,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.12,NA,0.2,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.1,NA,0.13,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.1,NA,0.12,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.05,NA,0.1,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.06,NA,0.07,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.15,NA,0.25,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.1,NA,0.13,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.12,NA,0.23,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.05,NA,0.09,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.3,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.17,NA,0.23,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.3,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.2,NA,0.35,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mandravasarotra,Cinnamosma fragrans,CANELLACEAE,0.16,NA,0.35,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Manjakabenitany,Baudouinia sp,FABACEAE,10,7,11,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Manjakabenitany,Baudouinia sp,FABACEAE,19,7,9,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Manjakabenitany,Baudouinia sp,FABACEAE,4.2,5,8,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,12,9,11,Arbre,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,1,0.5,1.8,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,12,6,10,Arbre,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,10,2.3,7,Arbre,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,18,7,12,Arbre,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,10,7,10,Arbre,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,13,7,9,Arbre,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.12,NA,0.4,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,4.5,0.75,4,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.12,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.3,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.12,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.1,NA,0.34,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.15,NA,0.4,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,1,0.5,1.5,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,1.8,1,2,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,5,6,8,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.12,NA,1,Arbre,chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.21,NA,0.5,Arbre,chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.12,NA,0.15,Arbre,chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.1,NA,0.18,Arbre,chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.3,NA,0.5,Arbre,chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,1,0.3,1.2,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,9,8,11,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,1,0.5,1.75,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.21,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,3,2.5,4,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.3,NA,1,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,0.05,NA,0.1,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo,Diospyros mapingo,EBENACEAE,5,1.6,8,Arbre,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.5,NA,0.75,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.2,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.2,NA,1,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.12,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.3,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.12,NA,0.3,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.3,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.5,NA,1,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.3,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.4,NA,1.1,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.5,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.1,NA,0.18,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.5,0.3,1,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,2,1,3,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,1,0.3,1.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.25,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo 1,Astrotrichilia asterotricha,MELIACEAE,0.3,NA,0.5,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo lavaravina,Diospyros perrieri,EBENACEAE,0.5,NA,0.8,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo lavaravina,Diospyros perrieri,EBENACEAE,2,1,2.5,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo lavaravina,Diospyros perrieri,EBENACEAE,1.15,0.75,1.5,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo lavaravina,Diospyros perrieri,EBENACEAE,0.5,NA,0.65,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo lavaravina,Diospyros perrieri,EBENACEAE,2,1.2,2.3,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo lavaravina,Diospyros perrieri,EBENACEAE,0.5,NA,0.8,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo lavaravina,Diospyros perrieri,EBENACEAE,1.3,0.5,1.6,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo lavaravina,Diospyros perrieri,EBENACEAE,1,0.5,1.2,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo lavaravina,Diospyros perrieri,EBENACEAE,2,1,2.3,Arbre,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo menafototra,Diospyros sp,EBENACEAE,0.3,NA,0.36,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Mapingo menafototra,Diospyros sp,EBENACEAE,0.2,NA,0.2,Arbre,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,6,4,8,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,5,4,6,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,5,2,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,4,4.5,6,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,0.1,NA,0.25,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,7,7,8,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,0.3,NA,0.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,1,NA,1.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,0.3,NA,0.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,0.12,NA,0.3,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,0.12,NA,0.2,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,2.5,4,5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,0.2,NA,0.5,Arbuste,chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,0.3,NA,0.45,Arbuste,chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,0.1,NA,0.12,Arbuste,chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,0.5,NA,0.8,Arbuste,chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra beravina,Macphersonia gracilis,SAPINDACEAE,0.12,NA,0.2,Arbuste,chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,0.1,NA,0.3,Arbuste,chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Maroampototra,Macphersonia sp,SAPINDACEAE,4,1.8,5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,8,11,15,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,16,8,11,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,11,9,11,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,10,10,13,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,10,1,13,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,15,2,7,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,5,4,5,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,0.2,NA,0.32,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,7,7,9,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,8,6,11,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,7,5.5,9,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,7,6,11,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,7,8,10,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,6,8,10,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,8,2.2,9,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,6,4,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,6,4,6,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,7,1.8,8,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Ambongalatsaka,Foret,Matevin-koditra,Eugenia sp,MYRTACEAE,6,6,9,Arbuste,Phanerophyte,,"[5,10)",reg
